	chr9:92710961-92711110	chr9:92711111-92711260	chr9:92711261-92711410	chr9:92711411-92711560	chr9:92711561-92711710	chr9:92711711-92711860	chr9:92711861-92712010	chr9:92712011-92712160	chr9:92712161-92712310	chr9:92712311-92712460	chr9:92712461-92712610	chr9:92712611-92712760	chr9:92712761-92712910	chr9:92712911-92713060	chr9:92713061-92713210	chr9:92713211-92713360	chr9:92713361-92713510	chr9:92713511-92713660	chr9:92713661-92713810	chr9:92713811-92713960	chr9:92713961-92714110	chr9:92714111-92714260	chr9:92714261-92714410	chr9:92714411-92714560	chr9:92714561-92714710	chr9:92714711-92714860	chr9:92714861-92715010	chr9:92715011-92715160	chr9:92715161-92715310	chr9:92715311-92715460	chr9:92715461-92715610	chr9:92715611-92715760	chr9:92715761-92715910	chr9:92715911-92716060	chr9:92716061-92716210	chr9:92716211-92716280	chr9:92716281-92716360	chr9:92716361-92716510	chr9:92716511-92716660	chr9:92716661-92716810	chr9:92716811-92716960	chr9:92716961-92717110	chr9:92717111-92717260	chr9:92717261-92717410	chr9:92717411-92717560	chr9:92717561-92717710	chr9:92717711-92717753	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000070.3.347d3afa-c2ed-4926-b64e-b55024096a09.fc.signal	4.16068	1.99315	2.16014	2.35901	1.42709	0.60142	2.69832	0.980976	0.438289	0	0.872781	0.55274	1.32369	2.84046	2.83686	4.2491	7.49164	5.48297	7.491	8.09192	6.22256	9.69051	5.70166	10.346	8.3543	6.66557	10.0894	15.7375	11.3897	9.5148	10.935	3.48214	8.88215	6.64449	11.0527	10.171	7.0477	3.04539	0.515797	1.37729	3.24293	3.03181	5.2074	5.98854	5.03949	20.1307	23.2672	0.330686
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001011.4.8f80b5ae-2ed4-49bd-9661-ee91c91c6668.fc.signal	4.14661	3.68078	2.71067	1.14852	0.729089	0.345236	0.693779	2.08243	1.17612	1.0246	0.487162	0.365475	1.53961	2.47658	1.62018	2.13179	3.16761	4.1899	4.16553	5.0619	3.5605	3.07198	2.50147	2.2922	3.44091	3.92938	4.2652	5.06886	4.94146	3.66877	2.58268	2.10364	1.96288	1.8105	1.285	0.82683	0.48921	0.305323	0.499535	0.545981	0.812941	1.4576	1.88786	1.7634	2.02841	3.32528	4.42352	0.497908
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.58c4ce3b-b697-4bca-9ab1-5a18cc61f42e.fc.signal	0.914457	1.85391	1.73387	2.25326	2.88981	2.66486	3.69443	3.80478	1.49995	2.48768	1.637	1.90696	2.16385	3.19011	1.05055	0.620007	1.13676	1.15433	1.52747	1.22355	1.32558	1.88753	3.42505	3.16956	3.77833	6.02827	2.14565	2.20392	1.56074	2.40917	1.6138	1.18389	3.7427	3.48329	1.6792	1.50874	2.11106	1.65181	2.08733	1.31422	1.15186	1.88037	2.86577	0.639816	0.559272	3.19005	2.52682	0.0878553
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003715.2.d19dd174-314a-4acb-be96-200f2ac615ac.fc.signal	3.99914	3.83203	2.72732	2.80183	3.15542	1.91946	2.13419	1.96002	3.69513	3.62787	1.69436	1.20968	1.68676	2.48467	3.92338	5.1909	3.55815	4.12035	4.56457	2.86259	3.59625	4.56038	4.34972	4.63337	4.45115	3.99483	4.6379	5.88825	7.26184	6.55215	7.01084	4.72926	4.73123	7.46344	6.11456	4.60538	3.12268	2.66963	2.44899	2.4026	3.78161	2.89143	3.75505	4.03721	5.42674	6.14933	4.44312	0.161959
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.43e107f7-e0f6-47a5-a7b8-13ab80c11387.fc.signal	4.60322	2.73512	2.56235	1.77456	0.0637573	0.0413752	1.03739	3.19787	1.77612	1.91716	0.110051	0.0370254	1.03616	1.99144	2.0332	2.43827	3.18922	3.49955	2.63306	2.26201	2.61274	2.25085	2.19197	2.26062	3.48421	2.97464	2.44317	1.8135	1.50293	1.31114	0.850669	1.39664	1.93011	0.886226	0.463894	0.409489	0.301909	1.03599	1.50529	0.782697	1.56775	2.26714	2.21185	2.55269	2.80002	2.66193	2.31745	0.0273075
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.29b8d050-beec-45b5-afda-a75534d88bfc.fc.signal	4.97915	3.31396	4.64481	2.93718	1.28589	1.66462	2.83767	3.43806	3.00527	2.3606	1.4556	0.842706	1.42905	5.11045	4.28361	4.3832	7.333	8.2478	4.75671	3.82394	3.39617	6.30719	8.18564	5.76587	5.16973	6.36597	9.59731	9.2942	8.28923	4.21718	8.13858	12.359	7.87561	4.99398	4.39574	3.41581	1.66343	2.16308	3.0395	2.41201	4.70333	7.85258	3.0722	4.79492	5.25114	8.40463	8.04119	0.506229
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.9f2879ba-e9f8-4912-a9bf-d228f4198556.fc.signal	3.94052	3.88014	2.87974	1.8756	0.722764	1.01832	0.952197	0.836476	0.696276	1.02794	1.53922	0.787704	1.61027	3.74402	5.56491	6.57796	5.65033	3.22825	7.04072	8.4894	8.4114	9.49408	9.81055	11.4025	9.86952	10.9924	13.4826	10.1836	11.1438	8.47828	9.81499	13.9913	11.962	10.2067	12.5521	8.33402	6.287	8.83483	3.53637	1.84152	2.37183	5.77124	7.80201	10.6908	8.85477	8.95551	10.318	0.489168
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001005.4.95f53ebc-36d6-4d56-97fe-845639d80b60.fc.signal	4.75973	4.49701	1.78488	1.03523	0.859404	0.69163	1.21668	2.64525	1.864	2.8333	1.45431	1.1275	1.31044	3.0463	2.29804	1.91038	2.94038	3.13376	4.7898	5.10825	3.32564	1.93244	2.15096	1.10143	2.80468	3.4473	2.58469	3.31003	3.22232	2.55192	2.17711	2.26103	1.80497	1.97272	2.27121	1.9093	0.675882	0.832687	0.475678	0.500636	0.95166	2.64926	1.56747	2.07824	3.15693	3.5865	3.47483	0.443038
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.3c5cc6dc-a3c4-4ffa-bcf6-9a6cbcb9395f.fc.signal	3.32713	4.09243	4.20936	2.21477	0.942501	0.190811	0.670555	1.99245	2.89776	2.35064	0.428793	0.73171	3.65433	5.33542	3.03037	1.93044	2.92856	4.05559	3.71972	2.57882	2.73161	2.83897	3.21541	3.14242	2.66678	2.87635	2.34136	2.48094	3.18113	2.23187	1.83446	2.0714	1.58581	0.853309	0.726832	0.780895	0.708201	0.537323	0.683554	1.04096	1.36318	1.67957	2.29024	2.65332	3.10443	3.38615	3.47983	0.139547
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003660.4.ccafd7f0-6a4c-4b4d-bd48-59c73047b9a9.fc.signal	2.73452	3.38146	3.58762	2.89348	1.11446	0.696377	0.891347	1.7211	1.86045	2.69574	0.746296	0.460425	1.76358	4.66443	2.9214	1.86049	3.48949	6.40878	7.35448	4.83259	4.13908	4.35258	3.58783	3.47305	4.98651	4.67316	5.01255	6.63881	6.22307	5.41495	3.99637	3.55148	4.24414	4.31839	3.95105	3.09187	1.34946	2.62732	2.22617	1.72995	1.66601	2.51823	3.20274	3.18408	3.17999	5.78362	5.23204	0.660606
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003847.4.6b7b5a08-0745-4f51-b02b-128b90e0a540.fc.signal	2.25656	2.26998	2.86694	2.07647	2.79242	2.64792	1.61234	2.21098	1.73121	1.38205	4.08117	3.51305	3.17682	3.62995	3.10484	4.2645	4.86739	3.6312	2.7481	4.28219	4.2517	3.93418	2.63657	3.64886	6.5333	6.46508	4.84407	2.78897	1.34752	1.75652	2.84787	2.71862	3.24484	2.45431	1.88678	2.37061	3.15797	5.05723	3.14006	1.25517	1.44002	2.14732	2.95829	1.68029	2.65899	3.86631	3.19037	0.534948
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003846.4.ae11d2f2-b315-4883-b4de-1c58d8435b6e.fc.signal	3.11218	4.09915	3.99826	3.68265	4.95533	3.55731	0.358435	0.931141	0.74396	1.47204	2.13355	2.85546	4.10312	3.58917	6.54413	4.72157	3.40316	3.32342	2.62375	2.91769	4.20736	3.73242	3.79451	4.57564	4.47066	5.37581	3.65503	3.00301	3.20783	2.11776	4.67919	3.51597	2.70816	2.14275	2.42834	2.47557	1.76556	2.85078	1.95519	1.22043	1.98629	4.39151	3.92496	3.22853	4.43529	4.19542	7.11508	0.430177
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.688452d3-c54d-4af2-a580-0feba801962e.fc.signal	4.51159	5.4071	3.73964	2.89593	1.52306	0.922293	2.07054	4.1607	3.48087	3.86981	1.48947	0.554765	3.01881	6.80672	2.96623	3.74863	6.87921	6.45282	9.32896	9.02221	8.68028	6.32637	5.07981	4.80073	6.5312	8.82198	8.31289	11.5034	14.1288	9.5218	7.34368	6.92933	7.7803	5.89002	4.80146	5.47724	3.12693	3.42971	3.35606	2.67221	3.46589	4.87569	5.43415	5.99607	7.34553	7.50814	6.21335	0.494949
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.8ce1f18a-d03e-4c19-95a1-c9c301ff06b5.fc.signal	4.35061	3.87506	1.66924	0.260109	0.0169458	0	0.43427	1.94891	2.66789	2.0717	0.844886	0.147438	1.58449	2.10133	1.9839	2.12354	1.83345	1.65022	1.50812	1.36724	1.28761	1.71089	2.392	2.66803	2.35172	1.84269	1.88957	2.0305	2.08202	2.2215	2.15904	2.28642	1.55872	1.05194	1.32324	1.48645	1.36437	1.23086	0.782824	0.525428	0.602907	0.675746	0.911327	1.25318	1.18563	1.31056	1.44501	0.635528
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003825.5.3a6727af-55d3-46f1-8dd6-a5257de4af2e.fc.signal	2.15654	1.784	1.8849	2.15029	1.80838	1.45156	1.55496	1.69396	1.50936	1.06494	1.81167	1.85265	2.17569	2.46033	0.977013	1.37108	1.64865	1.94515	1.152	1.74406	1.8298	1.71351	2.37538	2.17297	2.70576	2.59303	3.12017	1.93754	1.84406	1.57266	2.13644	2.95667	3.37488	3.10453	2.07471	1.70104	2.31433	3.72644	2.1431	0.708813	1.8043	1.25049	0.983521	2.09236	1.78103	1.87455	2.9493	0.673029
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003811.1.c1524f24-74eb-4d09-9bfc-c896eff5d9f6.fc.signal	7.55184	5.87491	4.83252	4.06455	2.78146	1.88601	2.38822	2.51366	3.61927	4.40293	4.39248	3.83915	4.6496	5.62678	8.24803	10.4305	9.08094	8.92425	10.273	10.5595	8.87654	9.05881	8.54121	8.4821	8.4997	9.61657	9.9168	12.7013	13.9476	11.7433	12.8944	11.0216	7.27616	7.39244	5.2509	4.61578	3.59933	2.63856	2.07735	1.29349	2.30595	4.02412	6.18646	8.91576	12.1234	16.1338	14.5649	0.203463
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003827.1.1e656a87-cd07-462f-be4b-e2fe6e07063d.fc.signal	1.41289	1.64929	1.41118	2.51677	2.32637	1.34587	1.5744	1.59972	1.20477	1.65184	2.68362	2.99861	1.97499	2.25152	1.20508	1.82467	1.59701	1.55786	1.87055	1.95214	3.90336	3.60866	1.86388	2.97403	2.68714	1.90897	1.96427	1.84419	1.03242	1.19112	1.44685	2.21498	2.47661	1.60961	1.35809	1.36139	1.87744	2.0608	1.79944	0.582149	1.25542	1.82187	1.8979	1.48498	1.69211	1.66359	1.55429	0.161954
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000297.2.fdeb937b-d372-4c32-8fbc-64b953a4f70d.fc.signal	3.9031	3.33546	1.77911	2.89848	2.20456	0.629888	4.26383	3.16948	3.27136	5.67043	1.63474	2.11488	1.82953	2.88595	5.42113	6.0549	3.94177	5.40437	6.90308	5.15592	5.62726	4.89796	4.67083	5.93118	5.5828	4.53121	4.79386	6.01246	6.86446	4.27761	5.38923	3.86016	5.93826	8.58117	4.8499	4.47013	5.26862	5.5014	3.60948	1.66292	2.75439	2.19543	2.24785	6.12665	5.51565	10.1737	12.8323	0.841693
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003402.2.311adcba-a6cb-4a75-a81b-eae38fc76e1e.fc.signal	0.622021	1.87612	1.20082	2.01815	1.65017	2.08776	1.48532	0.440439	0.161426	0.473804	0.97981	0.72695	1.14726	1.34509	0.578843	0.896552	1.10903	1.48807	0.27205	0	0.50698	0.66436	0.281577	1.01033	0.879312	1.09722	0.814353	0.27087	0	0.406465	0.944324	0.713127	1.09581	0.616246	1.12099	1.14622	0.514533	0.0903408	0.32421	0.209659	0.526311	0.433875	0.571131	0.514	0.680394	1.24753	2.28472	0.622754
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001007.4.0c298cd2-cf14-4428-9865-01a844349556.fc.signal	2.70002	2.05712	2.03213	1.75331	0.912754	0.760356	1.14314	2.50709	2.93594	1.22252	0.495748	0.471174	0.970918	2.90477	2.29078	2.06978	3.91567	4.18662	5.15556	4.51178	3.96586	2.54454	2.34929	2.13445	3.05778	3.93248	4.80803	5.11179	3.25539	2.21042	2.30573	1.30694	2.33515	2.91324	1.35737	1.09352	0.374255	0.670122	1.39135	1.06701	0.859797	1.20918	2.44968	2.51095	4.51502	6.61099	6.63613	0.378641
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001901.1.d45a4b8e-b4ad-4615-86f1-8880954ce942.fc.signal	5.90895	4.96661	4.4389	4.27308	3.06759	3.83782	3.87998	4.51987	5.3875	4.40292	2.73506	2.77242	3.26654	4.73295	6.80338	7.75676	6.66395	7.1003	9.46766	9.25862	9.55401	9.35698	7.81602	8.05041	8.36962	8.42246	10.8695	12.502	14.5817	8.35669	5.73441	5.00939	5.36089	5.35147	4.34597	4.22645	3.39363	1.85956	1.2995	1.3573	1.819	3.48801	4.17545	5.08088	11.0188	12.5327	12.6521	0.19403
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.aaf97294-2366-43c8-9d83-3dd7259e070e.fc.signal	3.526	3.99274	2.83171	0.527429	0.0368747	0.0580903	1.46415	3.28636	3.47574	2.93151	1.32155	0.390317	2.16744	4.95847	5.30554	4.34888	3.84698	3.65358	3.06545	2.53596	2.82417	2.98	3.30081	3.70415	3.55232	3.55935	3.27373	3.24704	2.72641	2.83884	3.54483	3.61461	3.52631	3.44493	2.57458	2.20555	1.89048	1.44587	0.666598	0.588493	1.1601	2.32984	3.44799	3.72372	4.1865	4.1903	3.86908	0.209063
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.f503b9d8-64c9-4c5c-b95d-a4926bc8e587.fc.signal	32.5209	6.1885	0.753249	0	0	0	0	0.0427899	1.87234	4.58821	0.648708	0.315402	8.56947	35.1332	41.1209	27.1052	8.18231	16.7572	51.4874	24.6961	11.0127	25.2768	9.72828	3.74061	3.09451	10.2541	30.4248	57.4908	41.0634	37.4483	33.2917	17.9001	27.3747	40.1792	44.5816	33.1725	13.7969	10.1558	6.73313	17.9184	34.2047	26.072	5.86735	21.4551	50.3339	64.4253	79.9167	0.704779
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.69bb961e-8a87-48cd-a441-045b27001aeb.fc.signal	3.33712	3.53047	3.79743	4.40623	2.67231	1.8226	2.07178	2.61956	2.72965	2.90685	1.55802	1.08456	1.05034	4.264	4.65548	3.20154	4.56218	6.51374	6.10687	5.93647	5.16167	5.50654	4.58978	4.77928	5.92049	3.96182	5.35733	9.89637	6.56714	5.09542	6.22097	6.14766	3.98109	2.55087	2.39204	2.2258	1.86513	1.52093	1.5262	0.932401	1.49053	2.79473	4.119	3.49787	4.61619	7.74809	7.90388	0.193798
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001016.4.a39e5205-5c09-4c97-9b2d-d4bf8542f324.fc.signal	1.63032	1.72187	1.0557	1.42869	1.03183	0.537165	1.5788	3.06469	5.08649	4.39859	1.5018	0.841583	2.33077	4.49	3.48551	3.67174	3.52908	6.88593	6.95783	4.94591	3.80902	2.74383	4.19236	3.39591	3.95889	4.25782	4.84204	5.98366	5.64222	3.89513	4.15302	3.43549	3.7908	3.95237	3.52827	1.92331	0.969702	0.766257	0.828767	1.19505	1.68705	2.72371	2.61182	3.12603	3.90045	3.86118	5.17856	0.107143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.1063dcb8-ca8d-4076-8364-56a3871d88c2.fc.signal	11.6891	10.3756	7.31451	7.05589	3.05235	0.874472	1.96194	1.23866	3.37895	3.46425	5.60512	5.11335	6.32636	8.1934	7.26391	12.6433	10.2377	12.395	12.6987	16.8982	13.8649	12.0715	6.53927	8.59987	10.5256	10.1202	10.3243	10.6089	21.6128	19.6295	18.6306	24.0656	20.1965	13.0937	24.5053	18.3572	11.0988	8.3741	3.80526	1.9645	6.83416	6.0357	10.4258	13.9468	20.2495	20.1684	21.2625	0.379155
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.7d4e5854-5230-4df2-bc46-1fc026016238.fc.signal	18.3393	11.0693	6.28752	7.3392	5.72259	3.83383	3.43766	6.21816	5.69311	6.4651	4.00635	4.53925	13.0477	12.747	14.4571	24.4426	25.6942	27.629	32.565	29.1417	21.753	20.1875	24.5433	24.9795	22.7573	25.4438	32.8368	31.4239	27.021	22.4376	25.5217	18.9214	19.6301	16.6528	23.298	19.2778	8.81562	8.35179	7.623	7.64732	8.56335	9.47259	10.0751	17.9459	28.5101	31.7921	30.7946	0.621891
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000316.2.b4d4bcf0-a916-4308-9d7a-be69b7080f7f.fc.signal	10.8304	8.55953	6.92696	7.71697	2.46792	3.54348	2.48336	3.25798	3.11176	3.04998	2.28722	3.67253	3.73585	9.32664	7.45636	6.426	15.2644	13.4603	18.1618	15.4737	16.3795	15.6508	17.6137	19.6613	18.1213	17.2314	21.5604	28.8789	32.4185	25.1781	20.2624	7.96785	16.9749	15.9225	16.3462	15.8854	11.2029	6.22921	5.90285	4.20684	6.25623	9.43641	7.72119	12.0989	16.1739	19.0327	13.2631	0.465979
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.0d69236f-5b3f-4881-9a86-232f49ff0789.fc.signal	2.32614	1.04921	0.168015	0.69231	0.67474	1.77449	1.70812	0.478742	0.778451	1.01798	1.76115	1.2082	2.37911	1.3049	1.63709	2.61521	3.38815	3.14453	1.14122	0.99924	2.39429	3.74214	5.44607	3.60474	3.62767	6.8513	4.1753	3.31112	2.08038	2.51767	2.41982	1.80552	5.09581	3.82341	4.79799	3.10136	1.16364	1.08346	0.629055	0.999367	1.2433	2.72595	2.10747	3.16325	1.52854	2.38861	3.01479	0.606965
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000147.3.23a32481-9876-4715-ad0f-313308ce5df2.fc.signal	1.07973	1.86306	0.529584	0.550299	0.906619	1.3542	1.00965	0.943705	0.59937	0.767388	0.687049	0.548345	1.30217	2.50787	2.28256	2.07292	3.76098	3.54945	2.17382	0.764572	2.37916	3.48876	3.91318	3.11769	4.18406	6.49155	6.36501	7.38071	6.19075	5.7706	3.62739	1.52604	4.29813	2.29893	1.36929	1.61335	0.909128	0.462086	0.309179	0.713375	0.693965	0.885553	1.63376	3.40979	2.7129	5.62971	6.24229	0.619048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001921.1.da848ea8-5f53-41fe-9d26-01e6bed31a73.fc.signal	3.5641	4.02291	4.44809	4.73714	2.47314	2.5583	2.52983	2.02204	1.76517	2.17199	1.8421	2.01979	3.14082	3.9622	4.58037	4.9416	6.92859	7.58594	8.38397	8.59571	7.65263	9.17011	9.52367	9.52961	8.05831	8.77419	10.9419	10.7011	11.8137	11.934	8.09191	7.51871	6.32563	5.10072	6.06147	5.01416	4.45594	3.30387	2.62545	3.06106	3.65177	4.11746	5.08043	6.08338	10.0307	10.5904	9.67731	0.709677
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000341.2.4902afa5-c7f4-4ab6-9245-173867cb1883.fc.signal	1.2439	2.77556	3.27761	1.38694	1.50756	1.54809	0.998423	1.37342	0.657398	1.3407	0	0.400517	0.860494	1.89888	1.94924	2.51031	4.45489	3.4545	6.81159	7.34146	5.26417	4.02824	4.22364	6.77234	4.63243	5.44029	5.69506	9.44554	8.91725	4.14015	3.98858	6.39297	3.16224	2.6001	3.7655	3.86184	2.66449	2.19185	1.55114	1.93707	1.85846	0.518279	1.33127	1.79927	3.1098	5.35783	6.61344	0.592437
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000051.3.9f1c6bb3-2810-4634-8a37-bbfe71cc01fc.fc.signal	3.56254	4.06838	2.94406	1.69953	3.5522	1.4226	1.4654	3.88638	4.55121	3.24468	2.95268	1.93248	4.75033	6.20033	5.81659	11.1808	7.8366	6.77243	10.9856	8.93143	5.97594	4.44519	6.42259	8.3791	5.93225	7.54604	9.54806	6.21553	10.935	4.92595	6.81429	9.89247	10.4185	10.348	9.6092	5.58496	3.94213	1.39764	0.795339	0.706942	1.81945	3.6617	2.40486	5.0196	6.93896	4.41258	5.27739	0.319588
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003730.1.c3324cfc-4c0b-4882-aacb-51bd02695154.fc.signal	0.969976	1.50978	1.53786	1.15478	0.974557	0	0.0730514	0.727088	1.52569	1.69382	1.89614	2.2255	2.24452	3.28197	3.28638	2.07626	1.27018	1.60512	1.31097	1.24703	2.13007	0.914282	0.587701	1.73635	0.953881	1.57361	1.6664	1.37981	2.17158	1.91213	0.637236	0.943385	0.884211	2.12479	0.62894	0	0.24426	1.19527	1.3906	0.666372	1.60809	1.01969	1.73605	1.3405	1.64551	2.17261	1.65848	0.481481
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.ab8d152a-fa3d-4bf9-9cab-93176cf303af.fc.signal	0.555369	2.48667	0.668146	1.23491	0.204638	0.428898	1.37418	0.879424	1.27494	2.01078	1.86287	1.097	1.54204	1.38121	0.507709	0.592718	1.04043	2.02352	2.205	0.644154	3.31705	1.14887	1.69934	2.38932	0.955828	0.510977	3.54719	1.61129	1.43495	0.859967	0.97764	1.70815	1.12851	0.306035	0.15682	1.79615	0.998651	1.14779	0.359443	1.99338	2.94405	0.978359	0.664277	0.916058	1.7688	1.05177	1.24719	0.579767
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.21a553ba-0627-43d2-9045-d7e885ce5199.fc.signal	3.92528	2.80106	1.9328	0.957883	0.665087	1.03033	2.14424	5.00244	3.4797	2.19468	1.6366	0.915612	1.23164	2.41644	2.95966	1.94038	2.92867	3.43209	3.96192	2.24104	2.70009	3.18308	2.48577	3.22199	2.1336	3.56723	4.58024	4.10892	5.76188	4.27855	3.41774	4.77598	5.06892	2.52288	3.00946	1.5543	1.29723	1.80296	1.63373	1.20229	1.31082	1.4672	2.41281	2.4229	3.08747	2.38764	3.14173	0.366601
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.cbcfbcdb-4d41-42fe-a44e-156c7af5f576.fc.signal	3.55853	2.48794	4.26036	2.24492	1.83801	0.944067	0.428628	1.58185	0.714691	4.01121	1.73224	0.00413093	1.36776	2.2712	4.30558	2.25889	3.95811	5.56725	7.16373	6.12921	4.04408	2.01126	0.178084	2.52704	3.43635	4.13839	3.18381	4.90198	7.76049	8.58145	7.14675	3.27013	0.747599	2.84071	2.52432	1.61423	0.458651	0.821339	0.900823	2.1665	1.59779	0.98237	3.96137	4.54428	4.23142	6.63975	6.67291	0.313208
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.f4551532-527f-469b-8771-a060adbc4ccb.fc.signal	4.49256	6.82395	4.29946	1.62407	2.4304	2.95445	1.237	1.49843	2.29806	3.82221	1.89745	1.17781	2.95841	3.65647	4.32796	4.39383	3.80102	5.11238	5.44909	5.24513	4.54171	4.39262	6.03685	3.51562	4.1867	6.2593	7.8711	6.83262	7.49044	6.0257	4.28943	6.5127	3.32624	4.30776	4.52146	2.24555	1.14906	1.7216	3.07278	1.49304	2.56322	3.01215	5.35772	4.26894	6.07617	9.32812	9.0942	0.325243
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.4e18a6eb-11aa-493b-81e3-0b3e288cecdd.fc.signal	2.68494	3.06343	2.74149	1.55861	1.2587	1.20846	2.21511	1.70899	2.27554	2.02354	3.73253	1.83819	1.5561	4.32465	3.49229	3.11674	3.007	5.30958	3.04998	4.01458	3.79367	3.5645	4.31307	4.97873	5.85688	4.88967	7.37479	8.71959	9.72219	9.91468	5.19976	4.19034	3.7015	7.90317	3.54567	2.42164	1.18855	2.13438	1.18119	0.517685	1.33358	3.22787	2.20894	2.00691	2.25875	4.76254	8.83559	0.836478
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003804.1.0a06c7a0-8757-4a5c-aa19-6550a37855f3.fc.signal	3.70077	4.70004	5.00441	3.59051	3.11727	3.39514	2.88901	2.9947	3.73521	4.05233	3.42242	2.79068	3.58441	4.71054	4.61416	5.6546	6.04586	5.81193	8.83703	8.01847	6.65834	7.89117	5.80117	4.7597	4.68754	6.01497	8.0667	7.73355	9.11182	7.94534	7.41986	5.60565	7.34744	5.81899	4.46897	2.8824	2.21118	2.37347	1.66187	1.58253	2.55503	2.88878	3.73035	3.47051	6.86691	7.64532	6.32425	0.179567
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001526.1.550205ac-8a7f-4b71-8ea4-36643fa7f2d7.fc.signal	14.5356	11.2219	7.32205	4.27198	4.80554	3.97615	3.08883	4.69632	4.78532	8.3081	5.94946	5.95565	5.94332	10.4707	12.3231	8.75042	9.66518	16.3948	17.0906	13.8362	15.9316	21.6438	19.3791	16.8694	18.7117	23.7152	18.5655	25.6205	31.7318	27.1772	24.3174	27.83	26.9506	23.1424	24.039	17.1147	12.1482	6.51878	10.248	9.44113	7.20617	5.88228	8.3899	15.7452	18.3538	21.6571	24.0255	0.722738
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.674a18bf-8b42-412f-a2ea-cabb31234aa2.fc.signal	2.68898	3.55205	2.51821	2.42764	0.855317	0.12032	0.873507	1.54335	2.96255	2.795	0.919013	0.251924	1.09677	2.6878	1.65985	1.62509	1.8305	3.00607	2.49282	2.48184	1.56405	2.35724	1.67314	1.96052	3.66102	3.91018	2.69823	2.81188	3.76116	3.12025	2.77638	2.25476	4.09267	3.54251	2.42025	2.35806	2.45556	3.08159	2.34386	1.18275	1.54746	1.93346	1.98639	1.62807	2.67171	2.74865	2.66601	0.851365
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.fa45989e-2fad-4f13-b899-3405cf3f81a7.fc.signal	0.813035	0.344956	0.48527	0.310898	0.524531	0.822987	1.30536	1.06141	1.59588	2.17189	2.2695	1.69575	1.42302	3.01339	2.2609	1.84675	1.77439	1.95533	1.19714	1.08052	1.72624	1.9784	0.995649	0.758065	0.813893	2.86205	2.03347	1.79344	0.650216	1.06781	1.23163	1.57751	1.6843	0.599613	1.13162	1.42474	0.755682	0.294633	0.772077	1.54708	1.12094	1.01198	0.624198	0.371119	0.949438	1.20721	1.75081	0.147391
